ID_Solicitud,Edad,Ciudad,Tipo_Contrato,Antiguedad_Laboral_Anos,Ingresos_Mensuales_MCOP,Vivienda_Actual,Historial_Crediticio,Anos_Historial_Crediticio,Mora_Previa,Nivel_Endeudamiento_Pct,Relacion_Cuota_Ingreso_Pct,Ahorro_Disponible_MCOP,Tipo_Vivienda,Valor_Vivienda_MCOP,Monto_Solicitado_MCOP,Plazo_Anos,Tasa_Interes_EA_Pct,Aplica_Subsidio,Nivel_Riesgo,Estado_Solicitud,Segmento_Cliente
SOL-16162,34,Bogotá,Indefinido,7,23.45,Arrendatario,Bueno,9,No,69.8,30.0,48.0,No VIS,720.0,672.0,25,11.7,No,Medio,Aprobado,Alta capacidad de pago
SOL-16163,27,Pereira,Independiente,2,23.45,Arrendatario,Regular,10,Sí,53.8,30.0,48.2,No VIS,720.2,672.0,25,14.3,No,Alto,En estudio,Independiente o ingreso variable
SOL-16164,30,Cali,Indefinido,9,22.05,Arrendatario,Regular,9,Sí,62.2,32.0,76.5,No VIS,748.5,672.0,20,13.9,No,Alto,Rechazado,Alto riesgo financiero
SOL-16165,29,Pasto,Término fijo,2,24.5,Arrendatario,Regular,5,No,58.7,29.0,126.2,No VIS,798.2,672.0,15,13.8,No,Medio,Aprobado,Alto riesgo financiero
SOL-16166,27,Barranquilla,Indefinido,4,24.5,Arrendatario,Bueno,9,No,69.6,29.0,132.3,No VIS,804.3,672.0,30,11.5,No,Medio,Aprobado,Alta capacidad de pago
SOL-16167,28,Bogotá,Indefinido,6,25.16,Arrendatario,Bueno,6,No,46.7,28.0,129.1,No VIS,801.1,672.0,15,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16168,27,Medellín,Indefinido,6,25.2,Arrendatario,Bueno,5,No,68.5,28.0,99.8,No VIS,771.8,672.0,20,11.0,No,Medio,En estudio,Alta capacidad de pago
SOL-16169,27,Bogotá,Indefinido,4,25.2,Arrendatario,Bueno,10,No,48.0,28.0,132.9,No VIS,804.9,672.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16170,28,Pereira,Indefinido,9,19.64,Arrendatario,Regular,5,Sí,64.6,30.0,53.1,No VIS,725.1,672.0,25,14.6,No,Alto,Rechazado,Alto riesgo financiero
SOL-16171,34,Cali,Independiente,2,25.2,Arrendatario,Bueno,10,No,61.9,28.0,101.8,No VIS,773.8,672.0,25,11.9,No,Medio,Aprobado,Alta capacidad de pago
SOL-16172,27,Medellín,Indefinido,11,23.1,Arrendatario,Bueno,5,No,69.7,30.0,69.4,No VIS,741.4,672.0,15,12.2,No,Medio,Rechazado,Alta capacidad de pago
SOL-16173,30,Montería,Indefinido,5,25.2,Arrendatario,Regular,7,No,69.4,28.0,62.8,No VIS,734.8,672.0,15,13.8,No,Medio,Rechazado,Alto riesgo financiero
SOL-16174,28,Pasto,Indefinido,2,25.9,Arrendatario,Bueno,7,No,42.1,27.0,42.0,No VIS,714.0,672.0,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-16175,28,Pasto,Término fijo,6,26.25,Arrendatario,Regular,5,No,61.6,27.0,73.8,No VIS,745.8,672.0,20,13.5,No,Medio,Rechazado,Alto riesgo financiero
SOL-16176,27,Bogotá,Término fijo,0,26.25,Arrendatario,Regular,7,No,50.8,27.0,34.2,No VIS,706.2,672.0,25,13.5,No,Medio,Aprobado,Alto riesgo financiero
SOL-16177,28,Bucaramanga,Indefinido,13,20.53,Arrendatario,Bueno,8,No,63.9,29.0,72.3,No VIS,744.3,672.0,25,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-16178,35,Pasto,Indefinido,8,24.15,Arrendatario,Regular,5,Sí,51.5,29.0,87.0,No VIS,759.0,672.0,20,13.5,No,Medio,Rechazado,Alto riesgo financiero
SOL-16179,30,Cali,Indefinido,2,24.15,Arrendatario,Malo,7,Sí,70.9,29.0,72.9,No VIS,744.9,672.0,15,17.1,No,Alto,Rechazado,Alto riesgo financiero
SOL-16180,28,Bogotá,Indefinido,0,26.25,Arrendatario,Bueno,7,No,60.8,27.0,122.5,No VIS,794.5,672.0,20,11.1,No,Medio,Aprobado,Alta capacidad de pago
SOL-16181,29,Ibagué,Indefinido,1,26.25,Arrendatario,Bueno,9,No,51.6,27.0,63.7,No VIS,735.7,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16182,27,Cúcuta,Término fijo,2,7.49,Hipotecado,Bueno,7,No,24.7,10.0,39.0,No VIS,109.6,70.6,20,11.1,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16183,29,Bucaramanga,Indefinido,1,7.5,Hipotecado,Bueno,10,No,82.3,36.0,53.9,No VIS,314.3,260.4,20,11.0,No,Medio,Rechazado,Alto riesgo financiero
SOL-16184,27,Bogotá,Indefinido,3,26.25,Arrendatario,Bueno,10,No,59.8,27.0,128.4,No VIS,800.4,672.0,20,11.8,No,Medio,Aprobado,Alta capacidad de pago
SOL-16185,30,Bogotá,Indefinido,7,26.25,Arrendatario,Bueno,7,No,62.8,27.0,106.3,No VIS,778.3,672.0,25,12.2,No,Medio,Aprobado,Alta capacidad de pago
SOL-16186,28,Barranquilla,Indefinido,13,26.25,Arrendatario,Regular,9,No,58.0,27.0,99.3,No VIS,771.3,672.0,25,13.2,No,Medio,En estudio,Alto riesgo financiero
SOL-16187,27,Cali,Indefinido,1,7.56,Propietario,Bueno,6,No,37.5,19.0,94.6,No VIS,235.7,141.1,20,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16188,30,Barranquilla,Término fijo,7,26.95,Arrendatario,Bueno,8,No,46.4,26.0,119.9,No VIS,791.9,672.0,20,12.4,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16189,29,Bogotá,Independiente,1,27.17,Arrendatario,Bueno,9,No,41.7,26.0,53.6,No VIS,725.6,672.0,25,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16190,28,Bogotá,Indefinido,5,27.3,Arrendatario,Bueno,5,No,49.6,26.0,55.2,No VIS,727.2,672.0,20,11.5,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16191,27,Medellín,Indefinido,4,25.2,Arrendatario,Regular,9,No,55.2,28.0,45.6,No VIS,717.6,672.0,15,13.2,No,Medio,Rechazado,Alto riesgo financiero
SOL-16192,28,Bogotá,Indefinido,11,7.56,Propietario,Bueno,5,No,85.0,37.0,70.7,No VIS,339.5,268.8,25,11.5,No,Medio,Aprobado,Alto riesgo financiero
SOL-16193,31,Barranquilla,Indefinido,1,25.55,Arrendatario,Regular,5,Sí,57.2,27.0,62.9,No VIS,734.9,672.0,20,15.0,No,Alto,En estudio,Alto riesgo financiero
SOL-16194,28,Medellín,Indefinido,11,27.9,Arrendatario,Regular,7,No,38.8,25.0,139.8,No VIS,811.8,672.0,25,13.9,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-16195,27,Bucaramanga,Término fijo,3,28.0,Arrendatario,Bueno,9,No,38.1,25.0,31.5,No VIS,703.5,672.0,15,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-16196,35,Pereira,Término fijo,1,28.0,Arrendatario,Regular,7,Sí,58.5,25.0,86.9,No VIS,758.9,672.0,20,14.0,No,Alto,Aprobado,Alto riesgo financiero
SOL-16197,32,Bogotá,Indefinido,6,29.05,Arrendatario,Malo,10,No,50.2,24.0,117.7,No VIS,789.7,672.0,15,14.4,No,Medio,En estudio,Alto riesgo financiero
SOL-16198,27,Villavicencio,Indefinido,11,7.56,Propietario,Bueno,9,No,39.2,19.0,138.8,No VIS,273.2,134.4,25,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16199,27,Manizales,Término fijo,1,29.4,Arrendatario,Regular,8,No,44.6,24.0,145.9,No VIS,817.9,672.0,20,13.5,No,Medio,En estudio,Alto riesgo financiero
SOL-16200,28,Barranquilla,Indefinido,12,29.75,Arrendatario,Regular,9,No,53.2,24.0,38.3,No VIS,710.3,672.0,30,13.9,No,Bajo,En estudio,Alto riesgo financiero
SOL-16201,28,Villavicencio,Indefinido,8,29.75,Arrendatario,Regular,9,No,56.0,24.0,53.4,No VIS,725.4,672.0,30,13.9,No,Medio,En estudio,Alto riesgo financiero
SOL-16202,33,Bogotá,Indefinido,16,29.75,Arrendatario,Regular,10,No,57.5,24.0,149.9,No VIS,821.9,672.0,15,15.3,No,Medio,En estudio,Alto riesgo financiero
SOL-16203,27,Medellín,Indefinido,11,29.75,Arrendatario,Bueno,8,No,46.7,24.0,67.6,No VIS,739.6,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16204,29,Bogotá,Término fijo,1,25.55,Arrendatario,Bueno,9,No,42.7,27.0,36.7,No VIS,708.7,672.0,20,11.8,No,Bajo,En estudio,Alta capacidad de pago
SOL-16205,29,Medellín,Indefinido,13,29.8,Arrendatario,Regular,6,No,54.5,23.0,142.0,No VIS,814.0,672.0,25,14.6,No,Bajo,Rechazado,Alto riesgo financiero
SOL-16206,27,Cali,Indefinido,3,30.45,Arrendatario,Bueno,8,No,50.2,23.0,78.4,No VIS,750.4,672.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16207,29,Barranquilla,Indefinido,7,7.7,Propietario,Bueno,7,No,84.2,38.0,64.9,No VIS,343.8,278.9,30,11.0,No,Medio,Rechazado,Alto riesgo financiero
SOL-16208,27,Bogotá,Indefinido,4,30.8,Arrendatario,Bueno,7,No,56.2,23.0,48.1,No VIS,720.1,672.0,25,11.0,No,Medio,Aprobado,Alta capacidad de pago
SOL-16209,30,Bogotá,Indefinido,2,31.5,Arrendatario,Bueno,9,No,38.1,22.0,81.0,No VIS,753.0,672.0,10,12.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16210,27,Medellín,Indefinido,0,31.5,Arrendatario,Bueno,9,No,50.8,22.0,74.1,No VIS,746.1,672.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16211,32,Bogotá,Indefinido,11,31.5,Arrendatario,Regular,6,Sí,42.5,22.0,140.9,No VIS,812.9,672.0,25,13.2,No,Medio,Rechazado,Alto riesgo financiero
SOL-16212,29,Pereira,Independiente,2,32.2,Arrendatario,Regular,10,No,53.6,22.0,55.4,No VIS,727.4,672.0,20,13.7,No,Medio,Aprobado,Independiente o ingreso variable
SOL-16213,32,Barranquilla,Independiente,2,28.49,Arrendatario,Regular,6,Sí,45.7,25.0,40.4,No VIS,712.4,672.0,20,14.8,No,Alto,Rechazado,Independiente o ingreso variable
SOL-16214,27,Medellín,Independiente,2,28.52,Arrendatario,Malo,8,Sí,51.9,25.0,63.2,No VIS,735.2,672.0,25,17.5,No,Alto,Rechazado,Independiente o ingreso variable
SOL-16215,28,Bogotá,Término fijo,5,7.7,Propietario,Bueno,5,No,77.9,36.0,95.5,No VIS,364.3,268.8,15,11.0,No,Medio,Aprobado,Alto riesgo financiero
SOL-16216,34,Bogotá,Indefinido,15,32.76,Arrendatario,Regular,5,No,32.3,21.0,69.3,No VIS,741.3,672.0,25,15.3,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-16217,27,Bucaramanga,Indefinido,11,7.7,Hipotecado,Bueno,6,No,23.6,11.0,67.5,No VIS,151.5,84.0,20,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16218,28,Armenia,Indefinido,7,32.92,Arrendatario,Regular,9,Sí,46.1,21.0,77.8,No VIS,749.8,672.0,15,14.3,No,Medio,En estudio,Alto riesgo financiero
SOL-16219,31,Medellín,Indefinido,5,33.6,Arrendatario,Malo,8,Sí,48.9,21.0,134.7,No VIS,806.7,672.0,15,17.2,No,Alto,Rechazado,Alto riesgo financiero
SOL-16220,33,Ibagué,Indefinido,14,33.6,Arrendatario,Bueno,10,No,38.4,21.0,109.5,No VIS,781.5,672.0,15,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16221,32,Cartagena,Indefinido,7,33.6,Arrendatario,Regular,9,No,46.6,21.0,93.3,No VIS,765.3,672.0,25,14.4,No,Bajo,Rechazado,Alto riesgo financiero
SOL-16222,31,Bogotá,Indefinido,2,33.81,Arrendatario,Bueno,9,No,48.7,21.0,78.4,No VIS,750.4,672.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16223,34,Villavicencio,Indefinido,12,34.07,Arrendatario,Regular,7,Sí,48.7,21.0,38.4,No VIS,710.4,672.0,25,13.2,No,Medio,Aprobado,Alto riesgo financiero
SOL-16224,33,Medellín,Indefinido,2,34.3,Arrendatario,Bueno,5,No,34.8,20.0,136.1,No VIS,808.1,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16225,30,Montería,Indefinido,4,7.7,Propietario,Regular,9,No,22.1,9.0,45.4,No VIS,112.6,67.2,30,13.6,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16226,28,Cali,Término fijo,5,30.33,Arrendatario,Bueno,5,No,51.2,23.0,52.4,No VIS,724.4,672.0,20,11.6,No,Bajo,En estudio,Alta capacidad de pago
SOL-16227,30,Bogotá,Indefinido,4,7.7,Propietario,Bueno,8,No,59.2,27.0,84.0,No VIS,285.6,201.6,25,11.9,No,Medio,Aprobado,Alto riesgo financiero
SOL-16228,30,Montería,Indefinido,1,7.7,Hipotecado,Bueno,9,No,55.5,24.0,46.8,No VIS,227.4,180.6,15,12.2,No,Medio,Aprobado,Alto riesgo financiero
SOL-16229,31,Bogotá,Indefinido,6,35.0,Arrendatario,Bueno,9,No,45.7,20.0,106.8,No VIS,778.8,672.0,20,12.4,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16230,27,Cúcuta,Indefinido,9,35.0,Arrendatario,Bueno,5,No,34.2,20.0,89.3,No VIS,761.3,672.0,20,12.7,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16231,27,Bogotá,Indefinido,4,35.0,Arrendatario,Bueno,9,No,42.1,20.0,89.7,No VIS,761.7,672.0,15,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16232,29,Barranquilla,Independiente,0,35.0,Arrendatario,Regular,6,Sí,46.3,20.0,146.0,No VIS,818.0,672.0,20,14.0,No,Alto,Aprobado,Independiente o ingreso variable
SOL-16233,29,Medellín,Indefinido,3,7.73,Propietario,Bueno,9,No,78.2,36.0,110.9,No VIS,379.7,268.8,25,11.0,No,Medio,En estudio,Alto riesgo financiero
SOL-16234,31,Montería,Indefinido,3,35.35,Arrendatario,Bueno,10,No,41.6,20.0,117.8,No VIS,789.8,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16235,32,Bogotá,Indefinido,3,35.35,Arrendatario,Bueno,9,No,35.5,20.0,103.1,No VIS,775.1,672.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16236,33,Medellín,Término fijo,2,31.15,Arrendatario,Malo,6,Sí,50.1,22.0,61.1,No VIS,733.1,672.0,15,17.6,No,Alto,Rechazado,Alto riesgo financiero
SOL-16237,35,Barranquilla,Independiente,1,7.8,Propietario,Regular,6,No,26.4,17.0,37.6,No VIS,164.4,126.8,20,15.3,No,Medio,Aprobado,Independiente o ingreso variable
SOL-16238,35,Montería,Indefinido,3,35.7,Arrendatario,Regular,10,No,43.8,20.0,97.3,No VIS,769.3,672.0,25,13.8,No,Bajo,Rechazado,Alto riesgo financiero
SOL-16239,28,Medellín,Indefinido,3,7.84,Hipotecado,Regular,9,No,59.0,26.0,83.6,No VIS,276.0,192.4,25,14.8,No,Medio,Rechazado,Alto riesgo financiero
SOL-16240,27,Medellín,Indefinido,4,36.75,Arrendatario,Bueno,9,No,46.1,19.0,44.8,No VIS,716.8,672.0,10,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16241,30,Medellín,Término fijo,9,37.1,Arrendatario,Regular,5,Sí,42.5,19.0,133.1,No VIS,805.1,672.0,25,13.2,No,Medio,Aprobado,Alto riesgo financiero
SOL-16242,28,Bogotá,Indefinido,0,34.3,Arrendatario,Regular,6,No,40.5,20.0,89.6,No VIS,761.6,672.0,15,15.0,No,Bajo,Rechazado,Alto riesgo financiero
SOL-16243,27,Ibagué,Indefinido,11,34.3,Arrendatario,Regular,8,No,33.9,20.0,84.5,No VIS,756.5,672.0,15,16.0,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16244,30,Bogotá,Indefinido,5,38.5,Arrendatario,Regular,5,Sí,34.2,18.0,80.1,No VIS,752.1,672.0,30,14.1,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16245,29,Bucaramanga,Término fijo,2,34.95,Arrendatario,Malo,8,No,31.9,20.0,118.5,No VIS,790.5,672.0,30,17.1,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16246,30,Cali,Término fijo,3,40.25,Arrendatario,Bueno,7,No,33.0,17.0,36.2,No VIS,708.2,672.0,20,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16247,27,Bogotá,Indefinido,11,7.98,Hipotecado,Bueno,10,No,18.1,11.0,55.8,No VIS,139.8,84.0,25,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16248,31,Cali,Independiente,2,36.05,Arrendatario,Malo,5,No,31.4,19.0,138.3,No VIS,810.3,672.0,20,18.2,No,Alto,Rechazado,Independiente o ingreso variable
SOL-16249,29,Ibagué,Término fijo,1,40.42,Arrendatario,Bueno,9,No,28.8,17.0,34.8,No VIS,706.8,672.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16250,34,Medellín,Término fijo,7,42.0,Arrendatario,Regular,7,No,37.4,17.0,103.3,No VIS,775.3,672.0,20,13.8,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16251,27,Bogotá,Término fijo,1,42.0,Arrendatario,Bueno,9,No,30.5,17.0,59.0,No VIS,731.0,672.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16252,28,Bogotá,Término fijo,2,37.8,Arrendatario,Regular,7,No,41.4,19.0,94.9,No VIS,766.9,672.0,20,15.3,No,Medio,Rechazado,Alto riesgo financiero
SOL-16253,28,Manizales,Término fijo,4,42.0,Arrendatario,Regular,7,No,39.0,17.0,93.7,No VIS,765.7,672.0,15,14.3,No,Medio,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16254,27,Medellín,Indefinido,3,43.75,Arrendatario,Bueno,8,No,39.3,16.0,108.8,No VIS,780.8,672.0,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16255,33,Santa Marta,Indefinido,1,45.5,Arrendatario,Bueno,10,No,23.8,15.0,50.6,No VIS,722.6,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16256,30,Barranquilla,Indefinido,7,35.29,Arrendatario,Malo,6,Sí,25.8,17.0,106.9,No VIS,778.9,672.0,25,18.3,No,Alto,En estudio,Ingreso medio - bajo endeudamiento
SOL-16257,27,Medellín,Indefinido,6,46.2,Arrendatario,Regular,8,No,28.9,15.0,123.8,No VIS,795.8,672.0,20,12.7,No,Bajo,En estudio,Ingreso medio - bajo endeudamiento
SOL-16258,27,Cali,Independiente,1,8.01,Propietario,Bueno,8,No,36.3,22.0,51.1,No VIS,219.1,168.0,15,11.5,No,Bajo,Aprobado,Independiente o ingreso variable
SOL-16259,34,Medellín,Indefinido,6,47.25,Arrendatario,Malo,8,Sí,26.0,15.0,124.7,No VIS,796.7,672.0,25,17.7,No,Alto,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16260,29,Villavicencio,Indefinido,5,49.0,Arrendatario,Regular,8,Sí,34.5,14.0,44.6,No VIS,716.6,672.0,15,13.5,No,Medio,En estudio,Ingreso medio - bajo endeudamiento
SOL-16261,27,Medellín,Indefinido,4,49.0,Arrendatario,Bueno,6,No,35.0,14.0,61.5,No VIS,733.5,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16262,29,Bogotá,Indefinido,3,49.0,Arrendatario,Bueno,9,No,34.8,14.0,73.4,No VIS,745.4,672.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16263,34,Cali,Término fijo,0,51.83,Arrendatario,Bueno,6,No,33.7,14.0,67.4,No VIS,739.4,672.0,25,11.0,No,Bajo,En estudio,Alta capacidad de pago
SOL-16264,31,Barranquilla,Indefinido,3,54.25,Arrendatario,Bueno,6,No,32.3,13.0,118.1,No VIS,790.1,672.0,25,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16265,30,Pereira,Término fijo,0,54.6,Arrendatario,Bueno,8,No,21.9,13.0,62.3,No VIS,734.3,672.0,20,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16266,31,Santa Marta,Indefinido,13,8.05,Propietario,Bueno,9,No,30.6,20.0,120.1,No VIS,271.3,151.2,20,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16267,32,Medellín,Término fijo,3,61.25,Arrendatario,Regular,8,Sí,20.2,11.0,36.9,No VIS,708.9,672.0,10,13.5,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16268,30,Medellín,Indefinido,1,63.0,Arrendatario,Regular,10,No,22.8,11.0,68.2,No VIS,740.2,672.0,15,14.2,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16269,28,Cali,Indefinido,9,39.55,Arrendatario,Regular,9,No,35.3,18.0,139.5,No VIS,810.7,671.2,25,13.9,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16270,30,Villavicencio,Independiente,2,17.19,Arrendatario,Bueno,10,No,85.0,40.0,76.3,No VIS,740.7,664.4,25,12.4,No,Medio,Rechazado,Alta capacidad de pago
SOL-16271,27,Montería,Indefinido,1,4.2,Arrendatario,Bueno,6,No,10.2,6.0,24.1,VIS,54.1,30.0,15,11.0,Sí,Bajo,Aprobado,Posible subsidio Mi Casa Ya
SOL-16272,32,Montería,Término fijo,3,4.2,Arrendatario,Regular,5,No,11.9,7.0,32.6,VIS,62.8,30.2,30,11.0,Sí,Medio,Rechazado,Posible subsidio Mi Casa Ya
SOL-16273,28,Bogotá,Indefinido,1,4.2,Arrendatario,Regular,9,Sí,18.5,8.0,11.6,VIS,45.2,33.6,15,16.3,Sí,Medio,En estudio,Posible subsidio Mi Casa Ya
SOL-16274,29,Cali,Indefinido,3,5.04,Arrendatario,Regular,8,Sí,13.4,7.0,114.1,No VIS,147.7,33.6,20,16.3,No,Medio,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16275,27,Bogotá,Indefinido,1,5.95,Arrendatario,Bueno,5,No,11.7,6.0,37.7,No VIS,71.3,33.6,15,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16276,28,Medellín,Término fijo,0,6.3,Arrendatario,Regular,8,No,13.1,6.0,96.3,No VIS,129.9,33.6,15,13.5,No,Bajo,Rechazado,Ingreso medio - bajo endeudamiento
SOL-16277,29,Bogotá,Indefinido,0,7.0,Arrendatario,Bueno,10,No,11.8,5.0,103.4,No VIS,137.0,33.6,30,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16278,35,Bogotá,Indefinido,12,8.19,Propietario,Regular,9,No,52.5,21.0,47.4,No VIS,215.4,168.0,20,15.3,No,Bajo,Aprobado,Alto riesgo financiero
SOL-16279,30,Medellín,Término fijo,1,12.75,Arrendatario,Regular,5,Sí,85.0,52.0,132.1,No VIS,770.5,638.4,20,15.2,No,Alto,Rechazado,Alto riesgo financiero
SOL-16280,28,Medellín,Indefinido,3,15.4,Arrendatario,Malo,8,No,85.0,43.0,98.3,No VIS,736.7,638.4,20,16.8,No,Alto,Rechazado,Alto riesgo financiero
SOL-16281,31,Bogotá,Indefinido,6,18.02,Arrendatario,Regular,10,Sí,61.3,37.0,48.6,No VIS,687.0,638.4,20,14.8,No,Alto,Rechazado,Alto riesgo financiero
SOL-16282,33,Bogotá,Indefinido,12,19.65,Arrendatario,Malo,5,Sí,56.0,34.0,133.3,No VIS,771.7,638.4,30,15.7,No,Alto,Rechazado,Alto riesgo financiero
SOL-16283,27,Pereira,Término fijo,9,8.28,Hipotecado,Bueno,8,No,17.8,8.0,129.0,No VIS,196.2,67.2,20,11.0,No,Bajo,Aprobado,Ingreso medio - bajo endeudamiento
SOL-16284,28,Bogotá,Indefinido,5,20.3,Arrendatario,Regular,8,No,68.1,33.0,110.5,No VIS,748.9,638.4,20,14.1,No,Medio,Rechazado,Alto riesgo financiero
SOL-16285,32,Bucaramanga,Independiente,2,22.75,Arrendatario,Regular,5,Sí,67.2,29.0,78.7,No VIS,717.1,638.4,25,12.8,No,Alto,Aprobado,Independiente o ingreso variable
SOL-16286,35,Medellín,Indefinido,12,22.89,Arrendatario,Bueno,7,No,48.5,29.0,89.3,No VIS,727.7,638.4,20,11.1,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16287,29,Ibagué,Indefinido,0,24.85,Arrendatario,Bueno,9,No,65.8,27.0,114.4,No VIS,752.8,638.4,20,11.0,No,Medio,En estudio,Alta capacidad de pago
SOL-16288,30,Bogotá,Indefinido,7,21.0,Arrendatario,Regular,6,Sí,48.6,32.0,66.0,No VIS,702.7,636.7,20,16.0,No,Medio,Rechazado,Alto riesgo financiero
SOL-16289,34,Bogotá,Indefinido,5,14.7,Arrendatario,Bueno,10,No,76.2,45.0,101.5,No VIS,734.0,632.5,20,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-16290,32,Barranquilla,Indefinido,5,21.0,Arrendatario,Bueno,7,No,61.7,31.0,104.6,No VIS,736.3,631.7,25,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-16291,34,Villavicencio,Indefinido,5,33.25,Arrendatario,Regular,7,Sí,49.2,20.0,56.7,No VIS,681.7,625.0,25,13.6,No,Medio,Aprobado,Alto riesgo financiero
SOL-16292,28,Bogotá,Indefinido,2,34.9,Arrendatario,Regular,8,Sí,44.7,19.0,45.4,No VIS,670.4,625.0,20,14.3,No,Medio,Aprobado,Alto riesgo financiero
SOL-16293,27,Bogotá,Independiente,1,8.4,Propietario,Bueno,10,No,54.7,25.0,49.8,No VIS,251.4,201.6,25,11.0,No,Bajo,Aprobado,Independiente o ingreso variable
SOL-16294,32,Santa Marta,Independiente,2,8.4,Propietario,Regular,9,No,48.1,21.0,32.5,No VIS,200.5,168.0,25,16.3,No,Medio,En estudio,Independiente o ingreso variable
SOL-16295,28,Bogotá,Indefinido,8,17.64,Arrendatario,Regular,6,No,67.3,37.0,120.1,No VIS,741.7,621.6,30,16.0,No,Medio,Rechazado,Alto riesgo financiero
SOL-16296,30,Bogotá,Indefinido,14,21.0,Arrendatario,Regular,5,No,67.8,31.0,127.1,No VIS,748.7,621.6,30,13.0,No,Medio,Rechazado,Alto riesgo financiero
SOL-16297,27,Santa Marta,Indefinido,4,21.0,Arrendatario,Bueno,5,No,73.0,31.0,126.0,No VIS,747.6,621.6,25,11.0,No,Medio,Rechazado,Alta capacidad de pago
SOL-16298,33,Ibagué,Indefinido,3,21.7,Arrendatario,Regular,9,No,65.1,30.0,141.6,No VIS,763.2,621.6,30,12.9,No,Medio,Rechazado,Alto riesgo financiero
SOL-16299,31,Medellín,Término fijo,1,39.2,Arrendatario,Bueno,7,No,39.9,17.0,40.2,No VIS,661.8,621.6,30,11.0,No,Bajo,Aprobado,Alta capacidad de pago
SOL-16300,33,Pasto,Indefinido,3,21.88,Arrendatario,Bueno,7,No,65.4,29.0,141.7,No VIS,759.9,618.2,10,11.0,No,Medio,Aprobado,Alta capacidad de pago
SOL-16301,29,Cali,Indefinido,8,15.75,Arrendatario,Regular,6,No,76.2,41.0,90.2,No VIS,703.4,613.2,25,14.3,No,Medio,Rechazado,Alto riesgo financiero
